Order Date,Ship Date,Ship Mode,Segment,Country,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,year,month
2014-02-17,2014-02-21,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Paper,Xerox 1912,37.94,2,0.0,18.2112,2014,February
2011-11-16,2011-11-20,Standard Class,Home Office,United States,Manhattan,Kansas,Central,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,273.96,2,0.0,10.9584,2011,November
2012-07-09,2012-07-14,Second Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,269.982,3,0.4,40.4973,2012,July
2014-11-14,2014-11-17,Second Class,Consumer,United States,Memphis,Tennessee,South,Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page",8.904,3,0.2,3.339,2014,November
2014-11-14,2014-11-17,Second Class,Consumer,United States,Memphis,Tennessee,South,Office Supplies,Storage,Tennsco Double-Tier Lockers,720.064,4,0.2,-63.0056,2014,November
2014-08-01,2014-08-05,Standard Class,Home Office,United States,Fort Lauderdale,Florida,South,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",41.424,2,0.2,8.2848,2014,August
2014-12-27,2014-12-31,Standard Class,Home Office,United States,Columbus,Ohio,East,Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder,3.132,2,0.7,-2.61,2014,December
2013-11-01,2013-11-05,Standard Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",1085.42,7,0.0,282.2092,2013,November
2013-09-05,2013-09-10,Standard Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Art,Faber Castell Col-Erase Pencils,3.912,1,0.2,1.0269,2013,September
2013-09-05,2013-09-10,Standard Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",62.376,3,0.2,7.0173,2013,September
2013-04-18,2013-04-22,Standard Class,Home Office,United States,Omaha,Nebraska,Central,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",29.05,5,0.0,9.0055,2013,April
2011-07-05,2011-07-11,Standard Class,Home Office,United States,Los Angeles,California,West,Office Supplies,Binders,Vinyl Sectional Post Binders,180.96,6,0.2,67.86,2011,July
2012-02-27,2012-02-28,First Class,Corporate,United States,Altoona,Pennsylvania,East,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",4.419,3,0.7,-3.3879,2012,February
2012-02-27,2012-02-28,First Class,Corporate,United States,Altoona,Pennsylvania,East,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",16.032,6,0.2,2.2044,2012,February
2012-11-27,2012-12-01,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Art,Peel-Off China Markers,29.79,3,0.0,12.5118,2012,November
2011-01-28,2011-02-03,Standard Class,Consumer,United States,San Diego,California,West,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,57.23,1,0.0,14.3075,2011,January
2011-01-28,2011-02-03,Standard Class,Consumer,United States,San Diego,California,West,Furniture,Tables,Balt Split Level Computer Training Table,333.0,3,0.2,-16.65,2011,January
2011-01-28,2011-02-03,Standard Class,Consumer,United States,San Diego,California,West,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,36.44,4,0.0,12.0252,2011,January
2014-09-24,2014-09-27,First Class,Consumer,United States,Miami,Florida,South,Office Supplies,Paper,Xerox 1941,251.64,3,0.2,88.074,2014,September
2014-11-05,2014-11-06,First Class,Corporate,United States,Greensboro,North Carolina,South,Furniture,Tables,Hon 5100 Series Wood Tables,523.764,3,0.4,-192.0468,2014,November
2014-11-05,2014-11-06,First Class,Corporate,United States,Greensboro,North Carolina,South,Technology,Phones,Motorola Moto X,1359.96,5,0.2,118.9965,2014,November
2013-10-15,2013-10-21,Standard Class,Consumer,United States,Jacksonville,North Carolina,South,Furniture,Chairs,SAFCO Folding Chair Trolley,102.592,1,0.2,10.2592,2013,October
2013-10-15,2013-10-21,Standard Class,Consumer,United States,Jacksonville,North Carolina,South,Technology,Accessories,Maxell 4.7GB DVD-R,22.704,1,0.2,5.9598,2013,October
2013-10-15,2013-10-21,Standard Class,Consumer,United States,Jacksonville,North Carolina,South,Office Supplies,Paper,Xerox 1944,93.024,3,0.2,33.7212,2013,October
2013-10-15,2013-10-21,Standard Class,Consumer,United States,Jacksonville,North Carolina,South,Office Supplies,Supplies,Staples,12.768,2,0.2,1.4364,2013,October
2013-10-15,2013-10-21,Standard Class,Consumer,United States,Jacksonville,North Carolina,South,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",35.008,4,0.2,13.128,2013,October
2013-10-15,2013-10-21,Standard Class,Consumer,United States,Jacksonville,North Carolina,South,Office Supplies,Paper,Xerox 1916,39.152,1,0.2,14.682,2013,October
2012-11-12,2012-11-19,Standard Class,Corporate,United States,Plantation,Florida,South,Office Supplies,Art,Newell 317,11.76,5,0.2,1.323,2012,November
2012-11-12,2012-11-19,Standard Class,Corporate,United States,Plantation,Florida,South,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,5.238,2,0.7,-4.0158,2012,November
2012-11-12,2012-11-19,Standard Class,Corporate,United States,Plantation,Florida,South,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",4.662,3,0.7,-3.7296,2012,November
2012-11-12,2012-11-19,Standard Class,Corporate,United States,Plantation,Florida,South,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",523.92,5,0.2,-72.039,2012,November
2012-11-12,2012-11-19,Standard Class,Corporate,United States,Plantation,Florida,South,Technology,Phones,VTech DS6151,100.792,1,0.2,10.0792,2012,November
2012-11-12,2012-11-19,Standard Class,Corporate,United States,Plantation,Florida,South,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",146.136,3,0.2,16.4403,2012,November
2014-03-06,2014-03-06,Same Day,Consumer,United States,Milwaukee,Wisconsin,Central,Office Supplies,Labels,Avery 515,25.06,2,0.0,11.7782,2014,March
2012-11-05,2012-11-09,Standard Class,Consumer,United States,Quincy,Illinois,Central,Office Supplies,Labels,Avery 476,19.824,6,0.2,6.4428,2012,November
2013-07-09,2013-07-09,Same Day,Consumer,United States,Jacksonville,Florida,South,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,823.96,5,0.2,51.4975,2013,July
2013-07-09,2013-07-09,Same Day,Consumer,United States,Jacksonville,Florida,South,Office Supplies,Paper,Xerox 1921,15.984,2,0.2,4.995,2013,July
2012-09-15,2012-09-19,Standard Class,Consumer,United States,Mobile,Alabama,South,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,801.96,2,0.0,200.49,2012,September
2012-09-15,2012-09-19,Standard Class,Consumer,United States,Mobile,Alabama,South,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,59.97,3,0.0,0.0,2012,September
2012-09-15,2012-09-19,Standard Class,Consumer,United States,Mobile,Alabama,South,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",1056.86,7,0.0,306.4894,2012,September
2014-10-10,2014-10-15,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,12.816,3,0.2,4.3254,2014,October
2014-10-10,2014-10-15,Standard Class,Consumer,United States,New York City,New York,East,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",314.352,3,0.2,-15.7176,2014,October
2014-10-10,2014-10-15,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",18.98,2,0.0,8.9206,2014,October
2014-10-10,2014-10-15,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Binders,Durable Pressboard Binders,18.24,6,0.2,6.156,2014,October
2012-09-14,2012-09-18,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Storage,Economy Rollaway Files,991.2,6,0.0,257.712,2012,September
2012-09-14,2012-09-18,Standard Class,Consumer,United States,New York City,New York,East,Technology,Copiers,Sharp 1540cs Digital Laser Copier,879.984,2,0.2,329.994,2012,September
2012-09-14,2012-09-18,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,12.96,9,0.2,4.536,2012,September
2011-10-07,2011-10-12,Standard Class,Corporate,United States,Dallas,Texas,Central,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",107.44,10,0.2,10.744,2011,October
2014-05-08,2014-05-12,Standard Class,Corporate,United States,Detroit,Michigan,Central,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1458.65,5,0.0,423.0085,2014,May
2014-05-08,2014-05-12,Standard Class,Corporate,United States,Detroit,Michigan,Central,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,26.64,1,0.0,7.4592,2014,May
2014-05-08,2014-05-12,Standard Class,Corporate,United States,Detroit,Michigan,Central,Furniture,Chairs,Safco Contoured Stacking Chairs,476.8,2,0.0,119.2,2014,May
2014-05-08,2014-05-12,Standard Class,Corporate,United States,Detroit,Michigan,Central,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,87.444,2,0.1,18.4604,2014,May
2012-11-14,2012-11-19,Standard Class,Consumer,United States,Dover,Delaware,East,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",76.14,3,0.0,26.649,2012,November
2012-11-14,2012-11-19,Standard Class,Consumer,United States,Dover,Delaware,East,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",19.96,2,0.0,9.3812,2012,November
2011-11-24,2011-11-24,Same Day,Corporate,United States,Columbus,Ohio,East,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),1049.97,5,0.4,-209.994,2011,November
2011-11-24,2011-11-24,Same Day,Corporate,United States,Columbus,Ohio,East,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,611.058,3,0.3,-34.9176,2011,November
2011-04-08,2011-04-15,Standard Class,Corporate,United States,Glendale,Arizona,West,Office Supplies,Fasteners,Binder Clips by OIC,2.368,2,0.2,0.8288,2011,April
2011-04-08,2011-04-15,Standard Class,Corporate,United States,Glendale,Arizona,West,Office Supplies,Paper,Things To Do Today Spiral Book,19.008,3,0.2,6.8904,2011,April
2011-07-26,2011-08-02,Standard Class,Consumer,United States,North Las Vegas,Nevada,West,Technology,Phones,Apple iPhone 5S,911.984,2,0.2,113.998,2011,July
2011-07-26,2011-08-02,Standard Class,Consumer,United States,North Las Vegas,Nevada,West,Furniture,Chairs,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,674.352,3,0.2,-109.5822,2011,July
2011-07-26,2011-08-02,Standard Class,Consumer,United States,North Las Vegas,Nevada,West,Furniture,Furnishings,Tensor Computer Mounted Lamp,134.01,9,0.0,36.1827,2011,July
2011-07-26,2011-08-02,Standard Class,Consumer,United States,North Las Vegas,Nevada,West,Technology,Accessories,Logitech Illuminated Ultrathin Keyboard with Backlighting,170.97,3,0.0,70.0977,2011,July
2011-06-08,2011-06-12,Standard Class,Corporate,United States,Bristol,Tennessee,South,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",170.352,3,0.2,10.647,2011,June
2011-10-28,2011-10-31,First Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Binders,Avery Non-Stick Binders,7.184,2,0.2,2.245,2011,October
2011-10-28,2011-10-31,First Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Supplies,Serrated Blade or Curved Handle Hand Letter Openers,6.28,2,0.0,0.0628,2011,October
2011-10-28,2011-10-31,First Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Supplies,Premier Automatic Letter Opener,480.74,2,0.0,14.4222,2011,October
2011-10-28,2011-10-31,First Class,Corporate,United States,Los Angeles,California,West,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,616.998,6,0.15,-36.294,2011,October
2011-10-28,2011-10-31,First Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Storage,Eldon Portable Mobile Manager,141.4,5,0.0,38.178,2011,October
2014-11-26,2014-11-28,Second Class,Home Office,United States,Canton,Michigan,Central,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81,3,0.0,0.0,2014,November
2014-09-23,2014-09-24,First Class,Consumer,United States,Fayetteville,Arkansas,South,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,691.96,4,0.0,318.3016,2014,September
2014-09-23,2014-09-24,First Class,Consumer,United States,Fayetteville,Arkansas,South,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",34.95,5,0.0,15.378,2014,September
2012-12-04,2012-12-09,Standard Class,Corporate,United States,Springfield,Missouri,Central,Office Supplies,Paper,Xerox 1881,85.96,7,0.0,40.4012,2012,December
2012-09-21,2012-09-21,Same Day,Home Office,United States,Quincy,Massachusetts,East,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",85.3,2,0.0,14.501,2012,September
2014-11-27,2014-11-30,First Class,Consumer,United States,Rockford,Illinois,Central,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,33.568,8,0.8,-53.7088,2014,November
2014-06-07,2014-06-11,Standard Class,Home Office,United States,San Francisco,California,West,Furniture,Furnishings,"Eldon 300 Class Desk Accessories, Black",4.95,1,0.0,2.178,2014,June
2014-06-07,2014-06-11,Standard Class,Home Office,United States,San Francisco,California,West,Office Supplies,Storage,Sterilite Show Offs Storage Containers,26.4,5,0.0,0.0,2014,June
2014-10-24,2014-10-29,Second Class,Consumer,United States,San Antonio,Texas,Central,Office Supplies,Binders,Storex Dura Pro Binders,3.564,3,0.8,-6.237,2014,October
2014-10-24,2014-10-29,Second Class,Consumer,United States,San Antonio,Texas,Central,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,823.96,5,0.2,51.4975,2014,October
2014-10-24,2014-10-29,Second Class,Consumer,United States,San Antonio,Texas,Central,Office Supplies,Art,Newell 320,10.272,3,0.2,0.8988,2014,October
2011-12-20,2011-12-20,Same Day,Consumer,United States,Thornton,Colorado,West,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,447.944,7,0.2,89.5888,2011,December
2014-02-18,2014-02-23,Standard Class,Home Office,United States,Chicago,Illinois,Central,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",480.96,3,0.5,-269.3376,2014,February
2014-02-18,2014-02-23,Standard Class,Home Office,United States,Chicago,Illinois,Central,Technology,Phones,LG Exalt,124.792,1,0.2,10.9193,2014,February
2011-05-03,2011-05-10,Standard Class,Consumer,United States,Yonkers,New York,East,Office Supplies,Binders,GBC Poly Designer Binding Covers,40.176,3,0.2,14.5638,2011,May
2011-05-03,2011-05-10,Standard Class,Consumer,United States,Yonkers,New York,East,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",10.896,3,0.2,3.9498,2011,May
2014-10-18,2014-10-20,Second Class,Consumer,United States,San Diego,California,West,Office Supplies,Art,Economy #2 Pencils,10.64,4,0.0,2.7664,2014,October
2012-11-28,2012-12-03,Standard Class,Consumer,United States,Champaign,Illinois,Central,Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",151.96,5,0.6,-182.352,2012,November
2011-07-27,2011-07-29,Second Class,Consumer,United States,San Francisco,California,West,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,238.0,2,0.0,38.08,2011,July
2014-04-24,2014-04-26,Second Class,Consumer,United States,Lawrence,Indiana,Central,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",155.34,6,0.0,55.9224,2014,April
2012-10-23,2012-10-27,Second Class,Consumer,United States,San Diego,California,West,Technology,Accessories,Maxell DVD-RAM Discs,148.32,9,0.0,63.7776,2012,October
2012-10-23,2012-10-27,Second Class,Consumer,United States,San Diego,California,West,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",240.784,1,0.2,27.0882,2012,October
2012-10-23,2012-10-27,Second Class,Consumer,United States,San Diego,California,West,Furniture,Chairs,Global Chrome Stack Chair,191.968,7,0.2,16.7972,2012,October
2012-10-23,2012-10-27,Second Class,Consumer,United States,San Diego,California,West,Office Supplies,Paper,Xerox 196,11.56,2,0.0,5.6644,2012,October
2012-10-23,2012-10-27,Second Class,Consumer,United States,San Diego,California,West,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",11.8,4,0.0,5.664,2012,October
2012-10-23,2012-10-27,Second Class,Consumer,United States,San Diego,California,West,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,842.352,3,0.2,42.1176,2012,October
2013-09-06,2013-09-08,Second Class,Consumer,United States,Johnson City,Tennessee,South,Office Supplies,Envelopes,Staples,23.472,3,0.2,7.6284,2013,September
2013-09-06,2013-09-08,Second Class,Consumer,United States,Johnson City,Tennessee,South,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",86.058,7,0.7,-63.1092,2013,September
2013-09-06,2013-09-08,Second Class,Consumer,United States,Johnson City,Tennessee,South,Technology,Phones,Nortel Networks T7316 E Nt8 B27,108.784,2,0.2,6.799,2013,September
2013-09-06,2013-09-08,Second Class,Consumer,United States,Johnson City,Tennessee,South,Office Supplies,Paper,Xerox 1971,10.272,3,0.2,3.21,2013,September
2013-10-29,2013-11-03,Standard Class,Consumer,United States,Tampa,Florida,South,Office Supplies,Binders,Canvas Sectional Post Binders,38.19,5,0.7,-26.733,2013,October
2011-04-05,2011-04-07,First Class,Corporate,United States,Decatur,Illinois,Central,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",49.632,4,0.2,3.7224,2011,April
2011-04-05,2011-04-07,First Class,Corporate,United States,Decatur,Illinois,Central,Office Supplies,Storage,Adjustable Personal File Tote,52.096,4,0.2,3.9072,2011,April
2012-06-15,2012-06-20,Standard Class,Consumer,United States,Gilbert,Arizona,West,Office Supplies,Paper,Xerox 1895,9.568,2,0.2,2.99,2012,June
2012-06-15,2012-06-20,Standard Class,Consumer,United States,Gilbert,Arizona,West,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",82.368,2,0.2,-19.5624,2012,June
2012-06-15,2012-06-20,Standard Class,Consumer,United States,Gilbert,Arizona,West,Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",364.704,6,0.2,-36.4704,2012,June
2012-06-15,2012-06-20,Standard Class,Consumer,United States,Gilbert,Arizona,West,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",40.256,4,0.2,11.0704,2012,June
2011-07-05,2011-07-12,Standard Class,Corporate,United States,Knoxville,Tennessee,South,Office Supplies,Art,Newell 322,4.368,3,0.2,0.3822,2011,July
2014-01-30,2014-02-03,Standard Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",12.128,4,0.8,-20.6176,2014,January
2013-03-04,2013-03-09,Second Class,Consumer,United States,Bloomington,Indiana,Central,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,134.85,3,0.0,37.758,2013,March
2011-06-02,2011-06-06,Standard Class,Consumer,United States,Roswell,Georgia,South,Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",8.56,2,0.0,2.6536,2011,June
2011-06-02,2011-06-06,Standard Class,Consumer,United States,Roswell,Georgia,South,Technology,Phones,Mophie Juice Pack Helium for iPhone,239.97,3,0.0,67.1916,2011,June
2011-06-02,2011-06-06,Standard Class,Consumer,United States,Roswell,Georgia,South,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",356.94,2,0.0,107.082,2011,June
2013-11-25,2013-12-01,Standard Class,Corporate,United States,Los Angeles,California,West,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,659.9,2,0.0,217.767,2013,November
2013-11-25,2013-12-01,Standard Class,Corporate,United States,Los Angeles,California,West,Furniture,Chairs,Global Leather Executive Chair,1684.752,6,0.2,210.594,2013,November
2013-11-25,2013-12-01,Standard Class,Corporate,United States,Los Angeles,California,West,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,559.92,8,0.0,190.3728,2013,November
2013-11-11,2013-11-15,Standard Class,Consumer,United States,Houston,Texas,Central,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,279.944,7,0.2,48.9902,2013,November
2011-11-22,2011-11-28,Standard Class,Home Office,United States,Bolingbrook,Illinois,Central,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",9.98,5,0.8,-16.467,2011,November
2014-05-02,2014-05-06,Standard Class,Home Office,United States,Texarkana,Arkansas,South,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",48.9,5,0.0,18.093,2014,May
2014-12-08,2014-12-13,Standard Class,Corporate,United States,San Antonio,Texas,Central,Office Supplies,Fasteners,Binder Clips by OIC,3.552,3,0.2,1.2432,2014,December
2014-12-08,2014-12-13,Standard Class,Corporate,United States,San Antonio,Texas,Central,Office Supplies,Paper,Xerox 1995,15.552,3,0.2,5.4432,2014,December
2014-12-01,2014-12-05,Standard Class,Consumer,United States,Edinburg,Texas,Central,Office Supplies,Fasteners,Binder Clips by OIC,2.368,2,0.2,0.8288,2014,December
2014-12-08,2014-12-10,First Class,Consumer,United States,Toledo,Ohio,East,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,127.984,2,0.2,25.5968,2014,December
2012-01-03,2012-01-08,Standard Class,Corporate,United States,Baytown,Texas,Central,Office Supplies,Paper,Xerox 21,10.368,2,0.2,3.6288,2012,January
2012-11-14,2012-11-20,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,Micro Innovations Wireless Classic Keyboard with Mouse,47.984,2,0.2,-1.1996,2012,November
2012-10-02,2012-10-07,Second Class,Home Office,United States,Los Angeles,California,West,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,270.34,14,0.0,75.6952,2012,October
2012-04-05,2012-04-10,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,98.112,7,0.2,18.396,2012,April
2012-04-05,2012-04-10,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Fellowes High-Stak Drawer Files,563.808,4,0.2,21.1428,2012,April
2012-04-05,2012-04-10,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Cardinal Slant-D Ring Binders,10.428,4,0.7,-6.952,2012,April
2012-04-05,2012-04-10,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,547.136,4,0.2,-68.392,2012,April
2012-04-05,2012-04-10,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,14.85,5,0.4,-3.2175,2012,April
2012-04-05,2012-04-10,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Technology,Phones,Speck Products Candyshell Flip Case,41.988,2,0.4,-9.7972,2012,April
2012-04-05,2012-04-10,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",7.584,1,0.2,2.37,2012,April
2012-04-05,2012-04-10,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",352.45,5,0.5,-211.47,2012,April
2014-06-06,2014-06-07,First Class,Consumer,United States,Pearland,Texas,Central,Technology,Phones,LG G3,470.376,3,0.2,52.9173,2014,June
2014-09-19,2014-09-26,Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Paper,Xerox 203,19.44,3,0.0,9.3312,2014,September
2014-09-19,2014-09-26,Standard Class,Corporate,United States,New York City,New York,East,Furniture,Furnishings,Ultra Door Push Plate,9.82,2,0.0,3.2406,2014,September
2014-07-19,2014-07-24,Standard Class,Consumer,United States,Phoenix,Arizona,West,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",801.6,5,0.5,-448.896,2014,July
2014-07-19,2014-07-24,Standard Class,Consumer,United States,Phoenix,Arizona,West,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",161.568,2,0.2,10.098,2014,July
2014-07-19,2014-07-24,Standard Class,Consumer,United States,Phoenix,Arizona,West,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,16.096,2,0.2,5.2312,2014,July
2014-07-19,2014-07-24,Standard Class,Consumer,United States,Phoenix,Arizona,West,Office Supplies,Binders,Acco Expandable Hanging Binders,7.656,4,0.7,-6.1248,2014,July
2014-07-19,2014-07-24,Standard Class,Consumer,United States,Phoenix,Arizona,West,Furniture,Chairs,High-Back Leather Manager's Chair,311.976,3,0.2,-42.8967,2014,July
2012-12-01,2012-12-07,Standard Class,Corporate,United States,Chesapeake,Virginia,South,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",61.68,4,0.0,16.6536,2012,December
2012-12-01,2012-12-07,Standard Class,Corporate,United States,Chesapeake,Virginia,South,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",63.96,4,0.0,30.7008,2012,December
2013-06-29,2013-07-03,Second Class,Consumer,United States,Chicago,Illinois,Central,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,359.976,3,0.2,35.9976,2013,June
2014-08-29,2014-09-02,Standard Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),25.344,6,0.2,7.92,2014,August
2014-08-29,2014-09-02,Standard Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),26.72,5,0.2,9.352,2014,August
2011-09-17,2011-09-21,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Storage,Eldon Gobal File Keepers,30.28,2,0.0,1.2112,2011,September
2011-09-17,2011-09-21,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,57.93,3,0.0,16.2204,2011,September
2011-09-17,2011-09-21,Standard Class,Consumer,United States,Seattle,Washington,West,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",35.34,2,0.0,13.4292,2011,September
2011-09-17,2011-09-21,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,137.24,5,0.2,46.3185,2011,September
2013-03-15,2013-03-18,First Class,Consumer,United States,Harlingen,Texas,Central,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",241.332,5,0.32,-14.196,2013,March
2013-03-15,2013-03-18,First Class,Consumer,United States,Harlingen,Texas,Central,Office Supplies,Paper,Xerox 1993,5.184,1,0.2,1.8792,2013,March
2013-03-15,2013-03-18,First Class,Consumer,United States,Harlingen,Texas,Central,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",145.544,7,0.2,16.3737,2013,March
